,id,usuario_id,curp,nombres,apellido_paterno,apellido_materno,fecha_nacimiento,genero,nacionalidad,talla_playera,talla_pantalon,talla_calzado,peso,estatura,banco,nivel_estudios,nivel_estudios_deseado,experiencia_ciencia,experiencia_arte,interes_desarrollo_comunitario,razones_interes,profesion_interes,interes_incorporacion,codigo_postal,estado,colonia,municipio,localidad,calle,numero_exterior,numero_interior,estado_deseado,municipio_deseado,certificado,identificacion,estado_cuenta
2880,2881,2887,KAYR5839B32IPBX6,Daniel,Castillo,Herrera,1999-12-18,F,Cubano,S,M,26,50.77,2.00,Banamex,Primaria,Primaria,Física,Literatura,False,Razón 4,Profesión 3,Interés 4,96131,Veracruz,La Esperanza,Jesús María,Asientos,Medina,945,24,Sonora,Pabellón de Arteaga,/,/,/
2881,2882,2888,KOPF9935T79ORQL3,Roberto,Castillo,Fernández,1979-11-02,F,Argentina,S,XS,35,90.20,2.00,Scotiabank,Licenciatura,Licenciatura,Física,Literatura,False,Razón 3,Profesión 3,Interés 4,21968,Baja California,La Unión,Jesús María,Pabellón de Arteaga,Jiménez,524,35,Coahuila,Tepezalá,/,/,/
2882,2883,2889,RALR6097W98ESDK3,Ricardo,Cabrera,Cervantes,1967-09-13,O,Venezolana,M,XXL,34,113.51,2.00,Santander,Secundaria,Secundaria,Biología,Literatura,True,Razón 2,Profesión 3,Interés 1,27139,Coahuila,Santa María,Ensenada,Jesús María,Hidalgo,693,69,Yucatan,Calvillo,/,/,/
2883,2884,2890,JAXC7807R13ODVS6,Antonio,Mendoza,Cabrera,2001-07-20,M,Barbudense,XS,XL,34,73.48,2.00,Santander,Licenciatura,Licenciatura,Química,Teatro,False,Razón 1,Profesión 5,Interés 2,67744,Nuevo León,La Cumbre,Rincón de Romos,El Llano,Herrera,581,88,Campeche,Asientos,/,/,/
2884,2885,2891,GIXD9139V64EXGT3,Oscar,Cabrera,Campos,1985-04-08,O,Hondureña,S,M,29,48.23,2.00,Banco del Bajío,Primaria,Primaria,Química,Música,False,Razón 5,Profesión 2,Interés 5,98752,Zacatecas,La Isla,Asientos,Jesús María,Benito Juárez,677,2,Tlaxcala,San José de Gracia,/,/,/
2885,2886,2892,KUNT9407M90ITSS5,Rosa María,Sosa,Silva,1997-10-16,O,Beliceño,XL,XL,33,44.13,2.00,Banco del Bajío,Licenciatura,Licenciatura,Física,Teatro,True,Razón 3,Profesión 3,Interés 4,82183,Sinaloa,San Antonio,Pabellón de Arteaga,Cosío,Rojas,582,19,Sonora,Calvillo,/,/,/
2886,2887,2893,WONF7895C97IYWN6,Miguel,Cabrera,Montes,1994-11-28,M,Sanmartinense,L,L,34,52.65,2.00,BanCoppel,Secundaria,Secundaria,Otro,Artes Plásticas,True,Razón 1,Profesión 4,Interés 2,86218,Tabasco,La Cascada,Aguascalientes,Aguascalientes,León,890,57,Oaxaca,Rincón de Romos,/,/,/
2887,2888,2894,KUHM8969J22UFHT6,Gloria,Bautista,Rosas,2001-11-23,M,Panameña,M,XXL,26,70.36,2.00,Santander,Licenciatura,Licenciatura,Química,Literatura,False,Razón 3,Profesión 4,Interés 4,45867,Jalisco,Centro,Asientos,Jesús María,Revolución,807,70,Jalisco,Calvillo,/,/,/
2888,2889,2895,DESY2399Y19IFST8,Rubén,Lugo,Fernández,2003-11-19,M,Figueroense,M,M,32,77.16,2.00,Santander,Secundaria,Secundaria,Biología,Música,False,Razón 1,Profesión 1,Interés 4,80610,Sinaloa,La Sierra,El Llano,Aguascalientes,Madero,928,98,Guerrero,Jesús María,/,/,/
2889,2890,2896,XALL5891J59OJJZ2,Eduardo,Cuevas,Cuevas,1965-07-12,O,Chilena,XS,XL,31,82.75,2.00,Inbursa,Secundaria,Secundaria,Biología,Música,True,Razón 1,Profesión 4,Interés 4,80751,Sinaloa,La Estrella,Aguascalientes,Rincón de Romos,Gómez Farías,403,24,Zacatecas,Calvillo,/,/,/
2890,2891,2897,SUMQ2117J58UXMT8,Mónica,Cruz,Villalobos,1987-05-11,O,Haitiana,L,S,27,94.44,2.00,BBVA,Secundaria,Secundaria,Ninguna,Teatro,True,Razón 5,Profesión 3,Interés 2,97213,Yucatán,La Loma,Ensenada,Asientos,Jiménez,912,30,Jalisco,Rincón de Romos,/,/,/
2891,2892,2898,LAQP1323H38UBTZ5,Diana,Pacheco,Fernández,2001-11-08,O,Nevisiano,S,XS,33,75.63,2.00,HSBC,Preparatoria,Preparatoria,Otro,Literatura,True,Razón 4,Profesión 2,Interés 5,74301,Puebla,La Fe,Asientos,Cosío,Vázquez,179,22,Durango,El Llano,/,/,/
2892,2893,2899,RODT0586H58EMJQ1,Dora,Guzmán,Villalobos,2003-02-06,M,Sancristobaleño,XL,XS,27,50.33,2.00,BBVA,Licenciatura,Licenciatura,Biología,Literatura,False,Razón 4,Profesión 5,Interés 4,90480,Tlaxcala,La Colina,San José de Gracia,Calvillo,Gutiérrez,648,8,Tamaulipas,Aguascalientes,/,/,/
2893,2894,2900,VULR8805T25EBKS7,Norma,Montes,Valdés,1997-10-13,M,Nicaragüense,S,XS,35,94.38,2.00,Scotiabank,Preparatoria,Preparatoria,Química,Música,True,Razón 2,Profesión 2,Interés 1,99313,Zacatecas,La Luz,Asientos,Cosío,Martínez,235,95,Aguascalientes,Rincón de Romos,/,/,/
2894,2895,2901,FUPZ5998Y19EVCY2,Silvia,Valencia,Silva,1999-03-09,F,Barbudense,XL,XXL,24,111.12,2.00,BanCoppel,Secundaria,Secundaria,Química,Artes Plásticas,True,Razón 5,Profesión 2,Interés 4,79333,San Luis Potosí,La Cascada,Rincón de Romos,El Llano,Martínez,767,83,Sinaloa,Asientos,/,/,/
2895,2896,2902,HUDX1452B10ABKX9,Javier,Villalobos,Pacheco,2003-10-27,M,Alemana,L,XS,32,72.22,2.00,Banamex,Licenciatura,Licenciatura,Física,Música,False,Razón 4,Profesión 5,Interés 1,86990,Tabasco,La Montaña,Cosío,Asientos,Mendoza,664,37,Michoacan,Asientos,/,/,/
2896,2897,2903,FADW4838C73IRQT5,Dulce,Álvarez,Vargas,1963-04-05,M,Figueroense,XL,M,28,60.44,2.00,Banorte,Licenciatura,Licenciatura,Física,Ninguna,True,Razón 5,Profesión 5,Interés 4,86140,Tabasco,La Cruz,Tepezalá,Aguascalientes,Sánchez,574,79,Coahuila,Asientos,/,/,/
2897,2898,2904,XELT1482Q63ASMX9,Silvia,Cárdenas,Fernández,1989-11-26,O,Nicaragüense,M,XS,24,96.78,2.00,Banorte,Secundaria,Secundaria,Química,Ninguna,False,Razón 4,Profesión 3,Interés 5,29442,Chiapas,Santa María,Rincón de Romos,Rincón de Romos,Jiménez,980,72,Zacatecas,Cosío,/,/,/
2898,2899,2905,BOGS6022W44UZQN8,Sofía,Pérez,Cárdenas,1978-11-21,F,Granadino,S,S,27,94.69,2.00,Inbursa,Preparatoria,Preparatoria,Otro,Artes Plásticas,True,Razón 1,Profesión 2,Interés 1,35640,Durango,La Soledad,Ensenada,Jesús María,González,542,4,Campeche,Aguascalientes,/,/,/
2899,2900,2906,QIDQ5408S91EGNZ7,Elena,Zamora,Guzmán,1987-02-10,F,Nicaragüense,XS,M,24,53.25,2.00,Banco del Bajío,Primaria,Primaria,Ninguna,Música,False,Razón 5,Profesión 2,Interés 5,62649,Morelos,La Rinconada,Ensenada,Jesús María,Álvarez,119,47,CDMX,Tepezalá,/,/,/
2900,2901,2907,HALM5761W37EJJQ5,María,Vargas,Guzmán,1964-12-24,O,Surinamés,M,XL,35,107.38,2.00,Inbursa,Secundaria,Secundaria,Química,Ninguna,False,Razón 3,Profesión 5,Interés 4,84089,Sonora,La Loma,San José de Gracia,Calvillo,Gómez,974,42,Puebla,El Llano,/,/,/
2901,2902,2908,DIHY5387Q31ITKX0,Javier,Carrillo,Jiménez,1992-01-24,O,Figueroense,XL,S,31,112.25,2.00,Santander,Secundaria,Secundaria,Química,Ninguna,False,Razón 4,Profesión 4,Interés 4,76549,Querétaro,La Unión,Rincón de Romos,Cosío,Benito Juárez,495,80,Mexico,Asientos,/,/,/
2902,2903,2909,YEFG4655Y21EHWM4,Isabel,Flores,Cuevas,1973-05-13,F,Sanvicentino,S,M,22,98.30,2.00,Inbursa,Preparatoria,Preparatoria,Otro,Artes Plásticas,True,Razón 3,Profesión 5,Interés 2,58363,Michoacán,La Loma,Calvillo,El Llano,Jiménez,911,95,Oaxaca,Tepezalá,/,/,/
2903,2904,2910,YADB0875Y77EDLH2,Irma,Ramírez,Carrillo,1988-02-12,M,Guayanés,L,L,30,89.77,2.00,Scotiabank,Preparatoria,Preparatoria,Física,Teatro,True,Razón 1,Profesión 4,Interés 3,63283,Nayarit,La Paz,Jesús María,El Llano,Ruiz,859,55,Veracruz,Asientos,/,/,/
2904,2905,2911,QIDL8110D80EMZH0,Manuel,García,Villalobos,1989-11-26,F,Paraguaya,XL,XL,31,48.34,2.00,BBVA,Preparatoria,Preparatoria,Otro,Ninguna,True,Razón 2,Profesión 2,Interés 3,82434,Sinaloa,La Libertad,Ensenada,Jesús María,Ramírez,253,64,Guanajuato,Jesús María,/,/,/
2905,2906,2912,CUSS6243Z27ALFR8,Francisco,Sánchez,Aguayo,1978-05-12,O,Puertorriqueño,XS,XL,33,61.27,2.00,Banco Azteca,Preparatoria,Preparatoria,Química,Literatura,False,Razón 3,Profesión 1,Interés 4,41031,Guerrero,San Juan,El Llano,Tepezalá,Cruz,444,58,Coahuila,Aguascalientes,/,/,/
2906,2907,2913,DEMP7649Y85UBTH7,José Luis,Cisneros,Sosa,1994-06-22,M,Haitiana,XL,M,28,112.27,2.00,Banorte,Preparatoria,Preparatoria,Química,Teatro,True,Razón 4,Profesión 2,Interés 4,90498,Tlaxcala,La Colina,Ensenada,Aguascalientes,García,982,29,San Luis Potosí,Jesús María,/,/,/
2907,2908,2914,REDF1535M37UKGY9,Gerardo,Valenzuela,Vázquez,1974-01-05,M,Mexicana,XS,S,27,89.55,2.00,HSBC,Preparatoria,Preparatoria,Química,Artes Plásticas,False,Razón 2,Profesión 5,Interés 2,23089,Baja California Sur,La Rinconada,Rincón de Romos,Tepezalá,Gómez,488,70,Chiapas,Asientos,/,/,/
2908,2909,2915,YEDH1709W44AGCD1,José,Castañeda,Díaz,1982-03-15,M,Santalucense,L,M,31,51.83,2.00,Scotiabank,Primaria,Primaria,Física,Ninguna,False,Razón 5,Profesión 2,Interés 4,62446,Morelos,La Libertad,Rincón de Romos,El Llano,García,786,45,Chiapas,Rincón de Romos,/,/,/
2909,2910,2916,GILW1453S20UPMG0,Rosa,Sosa,Campos,1979-10-07,M,Hondureño,S,XL,25,64.57,2.00,Banco Azteca,Primaria,Primaria,Ninguna,Artes Plásticas,False,Razón 4,Profesión 5,Interés 5,86074,Tabasco,La Playa,Calvillo,Cosío,Juárez,648,54,Zacatecas,El Llano,/,/,/
2910,2911,2917,MERW7361R95ADHJ1,Yolanda,Cárdenas,Mendoza,1967-10-04,F,Trinitense,XS,M,31,57.00,2.00,Banorte,Licenciatura,Licenciatura,Química,Ninguna,True,Razón 1,Profesión 3,Interés 4,69362,Oaxaca,Centro,Tepezalá,Pabellón de Arteaga,Morales,18,61,Quintana Roo,El Llano,/,/,/
2911,2912,2918,NECC8223K49AZQS8,Rafael,Valdés,Lugo,1974-11-03,F,Luciano,XXL,S,23,82.16,2.00,Inbursa,Licenciatura,Licenciatura,Química,Ninguna,False,Razón 1,Profesión 1,Interés 3,59330,Michoacán,La Fortuna,Asientos,El Llano,Flores,444,19,Baja California,San José de Gracia,/,/,/
2912,2913,2919,WIGC7021J61IPGD9,Dora,Cárdenas,Cuevas,1970-02-17,M,Barbudense,XS,L,32,91.92,2.00,Banco del Bajío,Licenciatura,Licenciatura,Ninguna,Literatura,False,Razón 5,Profesión 1,Interés 1,27117,Coahuila,La Cañada,Jesús María,Calvillo,Juárez,114,16,CDMX,Asientos,/,/,/
2913,2914,2920,QAYQ0684Q32OFQB3,Maribel,Navarro,Bautista,1992-10-07,M,Peruana,XS,M,28,95.33,2.00,Banorte,Primaria,Primaria,Ninguna,Literatura,False,Razón 3,Profesión 3,Interés 4,62654,Morelos,La Luz,Tepezalá,Jesús María,Gómez Farías,851,24,Aguascalientes,San José de Gracia,/,/,/
2914,2915,2921,SUMB5563L42EQRM3,Guadalupe,Castañeda,Mata,1973-01-16,M,Argentina,L,XXL,32,88.29,2.00,Banorte,Primaria,Primaria,Física,Artes Plásticas,True,Razón 2,Profesión 1,Interés 2,63007,Nayarit,La Perla,San José de Gracia,Rincón de Romos,Medina,812,24,Oaxaca,Tepezalá,/,/,/
2915,2916,2922,PEGF2495H33AWQF2,Nancy,Cervantes,Castañeda,1981-12-04,F,Brasileña,M,XL,35,67.19,2.00,Scotiabank,Licenciatura,Licenciatura,Ninguna,Ninguna,True,Razón 3,Profesión 1,Interés 5,37698,Guanajuato,La Luz,El Llano,Jesús María,Ruiz,366,78,Quintana Roo,Cosío,/,/,/
2916,2917,2923,NIBJ7608F38AZBS3,Fernando,Cisneros,Villalobos,1992-04-16,M,Beliceño,XL,XS,31,51.15,2.00,BBVA,Secundaria,Secundaria,Física,Artes Plásticas,False,Razón 2,Profesión 4,Interés 3,63972,Nayarit,La Joya,Rincón de Romos,Rincón de Romos,Gómez,292,61,Nayarit,Rincón de Romos,/,/,/
2917,2918,2924,YUGW7218F00EBDW7,Humberto,Villarreal,Campos,1991-04-25,O,Antiguano,M,S,34,71.96,2.00,Banco Azteca,Primaria,Primaria,Biología,Música,True,Razón 2,Profesión 2,Interés 5,34283,Durango,San Juan,El Llano,Rincón de Romos,Martínez,658,63,Yucatan,Pabellón de Arteaga,/,/,/
2918,2919,2925,TICH5804C83UJRW1,Nancy,Cortés,Herrera,1960-06-21,F,Granadina,L,S,32,116.01,2.00,Banorte,Secundaria,Secundaria,Física,Literatura,False,Razón 1,Profesión 3,Interés 4,36647,Guanajuato,La Montaña,Ensenada,Jesús María,Álvarez,588,63,Aguascalientes,Asientos,/,/,/
2919,2920,2926,XULB1827G65OMZK1,Adriana,Montes,Hernández,1979-04-04,M,Guayanés,XS,M,28,90.23,2.00,Inbursa,Secundaria,Secundaria,Química,Artes Plásticas,False,Razón 1,Profesión 4,Interés 3,86698,Tabasco,La Sierra,Ensenada,Aguascalientes,Madero,975,26,CDMX,San José de Gracia,/,/,/
2920,2921,2927,KONY2647L45IYBG0,Pedro,Navarro,Escobar,1998-12-10,F,Sancristobaleño,M,S,26,67.54,2.00,Inbursa,Preparatoria,Preparatoria,Química,Música,True,Razón 3,Profesión 5,Interés 2,21495,Baja California,La Colina,San José de Gracia,Jesús María,Silva,449,21,Chihuahua,Ensenada,/,/,/
2921,2922,2928,JIHL9331N53AXQF2,Roberto,Gómez,Cárdenas,1980-11-09,M,Brasileño,XXL,XS,34,110.27,2.00,Banco Azteca,Primaria,Primaria,Química,Ninguna,True,Razón 1,Profesión 1,Interés 1,78742,San Luis Potosí,La Paz,Rincón de Romos,Calvillo,Aguilar,383,69,Tlaxcala,Ensenada,/,/,/
2922,2923,2929,NASW2501C91ONLB1,Daniel,Lugo,Cuevas,1981-07-04,F,Hondureño,L,XXL,22,104.66,2.00,Banorte,Preparatoria,Preparatoria,Química,Teatro,True,Razón 1,Profesión 5,Interés 1,25377,Coahuila,La Palma,San José de Gracia,Cosío,Benito Juárez,546,93,Chiapas,Cosío,/,/,/
2923,2924,2930,BIQZ7618X24AGFS8,Salvador,Cuevas,Aguirre,1991-06-21,F,Cubano,L,XL,28,48.06,2.00,Banamex,Secundaria,Secundaria,Biología,Artes Plásticas,True,Razón 4,Profesión 3,Interés 2,23019,Baja California Sur,La Paz,Aguascalientes,Calvillo,Rojas,284,55,Baja California,Aguascalientes,/,/,/
2924,2925,2931,SUXQ3355C52AZGG4,Dulce,Esparza,Mendoza,1984-04-13,F,Puertorriqueño,S,L,35,47.35,2.00,Banco Azteca,Primaria,Primaria,Biología,Teatro,True,Razón 1,Profesión 1,Interés 2,30474,Chiapas,La Cañada,El Llano,Rincón de Romos,Mendoza,292,41,Campeche,Ensenada,/,/,/
2925,2926,2932,JERK6687H63IVGW9,Leticia,Gallardo,Montes,1992-08-28,M,Salvadoreña,L,XL,31,92.02,2.00,Inbursa,Primaria,Primaria,Biología,Música,False,Razón 3,Profesión 3,Interés 1,48419,Jalisco,La Soledad,Ensenada,Tepezalá,Cruz,215,43,Hidalgo,San José de Gracia,/,/,/
2926,2927,2933,CEPF9683K35IDGR5,Alberto,Esparza,Navarro,1969-12-13,F,Paraguaya,XS,XL,29,94.16,2.00,Banorte,Preparatoria,Preparatoria,Ninguna,Música,True,Razón 3,Profesión 1,Interés 4,25531,Coahuila,La Montaña,El Llano,Rincón de Romos,Hidalgo,635,31,Zacatecas,Tepezalá,/,/,/
2927,2928,2934,HODV5208C63IRCR3,Dulce,Castillo,Escobar,1988-09-05,M,Hondureño,L,XXL,30,105.48,2.00,Inbursa,Secundaria,Secundaria,Otro,Literatura,False,Razón 5,Profesión 5,Interés 1,44712,Jalisco,La Loma,El Llano,Aguascalientes,González,449,91,CDMX,Calvillo,/,/,/
2928,2929,2935,BAJC0205L67IFQP4,Leticia,Valenzuela,Villalobos,1960-04-14,O,Sanvicentino,M,XS,30,88.46,2.00,Banorte,Primaria,Primaria,Física,Ninguna,False,Razón 4,Profesión 1,Interés 5,51029,Estado de México,La Marina,Ensenada,Jesús María,León,85,15,Sonora,Jesús María,/,/,/
2929,2930,2936,FOSY6676G59AJTN8,Yolanda,Villalobos,Mata,1971-02-26,O,Uruguaya,XL,XS,29,102.90,2.00,Banamex,Secundaria,Secundaria,Ninguna,Literatura,False,Razón 3,Profesión 2,Interés 4,56277,Estado de México,La Soledad,Asientos,San José de Gracia,García,91,72,Puebla,Pabellón de Arteaga,/,/,/
2930,2931,2937,LAWM6226R93ALPR8,Adriana,Hernández,Salazar,1961-01-02,O,Canadiense,XS,L,25,55.93,2.00,Banco del Bajío,Preparatoria,Preparatoria,Física,Literatura,False,Razón 2,Profesión 2,Interés 1,62196,Morelos,La Libertad,Aguascalientes,El Llano,Medina,924,7,Guerrero,Tepezalá,/,/,/
2931,2932,2938,LUDJ6532H11UDBW5,Mauricio,Valenzuela,Cabrera,1979-12-03,O,Costarricense,L,XS,33,49.03,2.00,Banamex,Licenciatura,Licenciatura,Otro,Artes Plásticas,True,Razón 3,Profesión 3,Interés 5,63368,Nayarit,La Joya,Asientos,Jesús María,Juárez,693,12,Morelos,Cosío,/,/,/
2932,2933,2939,XUYS9097G08OTKD4,Carmen,Valencia,Aguirre,1964-12-11,O,Venezolano,S,XS,26,100.09,2.00,HSBC,Licenciatura,Licenciatura,Física,Teatro,True,Razón 5,Profesión 1,Interés 3,83699,Sonora,La Playa,San José de Gracia,San José de Gracia,Hernández,480,56,Yucatan,San José de Gracia,/,/,/
2933,2934,2940,NIMZ5897F51UYHL9,Fernando,Escobar,Villarreal,1976-06-21,M,Luciano,M,XXL,35,72.01,2.00,Banco Azteca,Secundaria,Secundaria,Biología,Música,False,Razón 2,Profesión 5,Interés 3,65584,Nuevo León,La Perla,Jesús María,San José de Gracia,Rojas,925,97,Nuevo León,San José de Gracia,/,/,/
2934,2935,2941,GEXY6146Y94UDMX0,Ángel,Pacheco,Ortiz,1964-12-12,O,Beliceño,M,L,31,86.01,2.00,Inbursa,Secundaria,Secundaria,Física,Ninguna,False,Razón 3,Profesión 5,Interés 4,30644,Chiapas,La Marina,Jesús María,Pabellón de Arteaga,Silva,884,42,San Luis Potosí,Pabellón de Arteaga,/,/,/
2935,2936,2942,TOZH1547G23UTQJ3,Rubén,Martínez,Villanueva,1990-05-05,M,Salvadoreño,S,M,25,82.37,2.00,BBVA,Licenciatura,Licenciatura,Química,Artes Plásticas,False,Razón 1,Profesión 4,Interés 5,89776,Tamaulipas,La Cascada,El Llano,Aguascalientes,Gutiérrez,504,80,Baja California Sur,Asientos,/,/,/
2936,2937,2943,LALF0097K55OHVW8,Irma,Castañeda,Guzmán,1987-10-15,F,Panameño,XS,L,22,90.23,2.00,Banamex,Primaria,Primaria,Ninguna,Teatro,True,Razón 4,Profesión 1,Interés 2,64097,Nuevo León,La Fe,Jesús María,El Llano,Benito Juárez,665,47,Morelos,Rincón de Romos,/,/,/
2937,2938,2944,BOCM7865C59IBTG5,Gabriela,Villalobos,Cervantes,1998-09-22,O,Brasileña,XL,M,31,112.28,2.00,HSBC,Licenciatura,Licenciatura,Química,Artes Plásticas,False,Razón 2,Profesión 2,Interés 2,97529,Yucatán,La Perla,Calvillo,El Llano,Gutiérrez,683,36,Nuevo León,Jesús María,/,/,/
2938,2939,2945,BOVR1928N44ECWH0,Alejandro,Jiménez,Cervantes,2000-04-09,M,Paraguayo,L,L,30,66.46,2.00,Banorte,Secundaria,Secundaria,Biología,Artes Plásticas,False,Razón 2,Profesión 5,Interés 1,77955,Quintana Roo,La Isla,San José de Gracia,Rincón de Romos,Ramírez,643,8,Yucatan,Asientos,/,/,/
2939,2940,2946,GALS1454Y24AGLN9,Rosa,Gallardo,Santos,2000-09-22,F,Francesa,XS,XS,25,115.54,2.00,Banco Azteca,Licenciatura,Licenciatura,Ninguna,Artes Plásticas,True,Razón 3,Profesión 5,Interés 1,97326,Yucatán,La Libertad,Ensenada,Calvillo,Gómez,485,81,San Luis Potosí,Aguascalientes,/,/,/
2940,2941,2947,XAQN8728Y59UGVJ3,Jorge,Pacheco,Villanueva,1962-06-21,M,Peruano,M,S,32,43.37,2.00,BanCoppel,Preparatoria,Preparatoria,Biología,Literatura,False,Razón 5,Profesión 2,Interés 5,31476,Chihuahua,La Huerta,Rincón de Romos,Aguascalientes,Medina,472,84,Baja California Sur,Jesús María,/,/,/
2941,2942,2948,HIPQ0639Z67IMPX3,Rosa,Cortés,Valenzuela,2002-07-07,F,Sanmartinense,S,L,34,67.85,2.00,Banco Azteca,Licenciatura,Licenciatura,Otro,Música,False,Razón 5,Profesión 4,Interés 5,20190,Aguascalientes,La Cumbre,Cosío,San José de Gracia,Cortés,339,41,Veracruz,El Llano,/,/,/
2942,2943,2949,HERS4836N34EKZM0,Raúl,Aguilar,Esparza,1995-07-14,F,Guayanés,XL,M,25,43.18,2.00,BBVA,Secundaria,Secundaria,Biología,Literatura,True,Razón 2,Profesión 2,Interés 3,60669,Michoacán,La Montaña,Pabellón de Arteaga,Pabellón de Arteaga,Morelos,614,69,Coahuila,Aguascalientes,/,/,/
2943,2944,2950,LEDT5974F55UDNY9,Ricardo,Navarro,Cabrera,1994-01-02,O,Jamaicano,M,L,28,46.83,2.00,BanCoppel,Licenciatura,Licenciatura,Ninguna,Artes Plásticas,False,Razón 4,Profesión 4,Interés 3,63168,Nayarit,San Pedro,Cosío,Cosío,García,413,87,Veracruz,Cosío,/,/,/
2944,2945,2951,JORR8537S51ORRG0,Antonio,Cervantes,Cuevas,1972-05-13,M,Jamaicana,M,XS,28,118.74,2.00,Banco Azteca,Secundaria,Secundaria,Otro,Ninguna,False,Razón 1,Profesión 1,Interés 4,25936,Coahuila,San Pedro,Rincón de Romos,Calvillo,Hidalgo,688,25,Chihuahua,Rincón de Romos,/,/,/
2945,2946,2952,LODY1256B56AVDG9,Martha,Castillo,León,1996-12-07,O,Canadiense,XXL,L,33,85.44,2.00,Banamex,Preparatoria,Preparatoria,Física,Música,False,Razón 1,Profesión 4,Interés 5,20126,Aguascalientes,La Gloria,Asientos,Calvillo,Vázquez,643,72,Aguascalientes,Asientos,/,/,/
2946,2947,2953,XOVM9260P61ISNP9,Mónica,Carrillo,Martínez,1971-05-02,F,Guayanés,XXL,XL,25,73.48,2.00,BanCoppel,Licenciatura,Licenciatura,Biología,Música,True,Razón 2,Profesión 5,Interés 3,63915,Nayarit,La Paz,Jesús María,El Llano,Rojas,988,11,Chiapas,Calvillo,/,/,/
2947,2948,2954,KELW6370N47ETTZ0,José,Mendoza,Mata,1964-12-22,O,Cubano,XS,M,28,65.64,2.00,BanCoppel,Primaria,Primaria,Ninguna,Ninguna,True,Razón 3,Profesión 1,Interés 3,74174,Puebla,San Juan,Rincón de Romos,Jesús María,Morales,689,69,Quintana Roo,Asientos,/,/,/
2948,2949,2955,NUKC5030C60IRFH5,Mauricio,Rivera,Cuevas,1980-04-11,F,Santalucense,XL,M,30,65.93,2.00,Banco Azteca,Preparatoria,Preparatoria,Química,Ninguna,True,Razón 3,Profesión 3,Interés 5,81112,Sinaloa,La Unión,Cosío,Calvillo,Madero,926,52,Tlaxcala,Pabellón de Arteaga,/,/,/
2949,2950,2956,NISR3327Y69UYWR1,Héctor,Lara,Vega,2002-08-09,F,Costarricense,XS,M,24,59.66,2.00,Banco Azteca,Preparatoria,Preparatoria,Química,Artes Plásticas,True,Razón 1,Profesión 3,Interés 1,59818,Michoacán,La Estrella,Rincón de Romos,Cosío,Benito Juárez,164,93,Tabasco,Tepezalá,/,/,/
2950,2951,2957,QUFX2292V96IPDM6,Manuel,Vázquez,Santos,1968-05-27,F,Dominiqués,XL,XXL,27,42.14,2.00,Santander,Licenciatura,Licenciatura,Ninguna,Música,True,Razón 3,Profesión 4,Interés 4,26235,Coahuila,La Rinconada,Aguascalientes,Tepezalá,Mendoza,609,86,Campeche,Pabellón de Arteaga,/,/,/
2951,2952,2958,SOKH2891H93AZYC1,Gabriela,Cervantes,Escobar,1979-07-08,F,Boliviana,XL,L,25,67.30,2.00,HSBC,Preparatoria,Preparatoria,Otro,Ninguna,False,Razón 3,Profesión 2,Interés 2,76612,Querétaro,La Fortuna,Tepezalá,Calvillo,Morales,907,74,Colima,San José de Gracia,/,/,/
2952,2953,2959,WAHT7908R91EFFC3,Ana,López,Cisneros,1963-10-18,O,Dominicana,S,L,28,96.57,2.00,BBVA,Primaria,Primaria,Biología,Artes Plásticas,False,Razón 3,Profesión 4,Interés 3,38205,Guanajuato,La Cruz,Cosío,Tepezalá,Morelos,771,74,Baja California,Rincón de Romos,/,/,/
2953,2954,2960,KUZG5698K82IHDZ9,Ricardo,Valencia,Ruiz,1982-12-21,M,Hondureño,XL,S,35,58.28,2.00,Banorte,Secundaria,Secundaria,Ninguna,Ninguna,False,Razón 2,Profesión 2,Interés 3,83255,Sonora,Santa María,Tepezalá,El Llano,Díaz,762,98,Querétaro,Tepezalá,/,/,/
2954,2955,2961,HIWJ6144L10UZVY5,Verónica,Rosas,Sosa,1985-08-20,M,Figueroense,M,XS,33,54.28,2.00,Banorte,Licenciatura,Licenciatura,Física,Literatura,False,Razón 1,Profesión 1,Interés 4,24911,Campeche,La Loma,Ensenada,Pabellón de Arteaga,Juárez,871,100,Morelos,El Llano,/,/,/
2955,2956,2962,NOZD6203Y36EVBV9,Luis,Valdés,Castillo,1961-05-06,F,Cubano,XXL,M,30,64.24,2.00,HSBC,Licenciatura,Licenciatura,Biología,Artes Plásticas,True,Razón 5,Profesión 2,Interés 2,63874,Nayarit,La Marina,Cosío,El Llano,Gómez,672,81,Querétaro,Asientos,/,/,/
2956,2957,2963,ZIPL1918K59ORKX8,José,Cortés,Cervantes,1995-12-18,M,Antiguano,XS,XL,35,40.19,2.00,Santander,Licenciatura,Licenciatura,Química,Teatro,True,Razón 5,Profesión 2,Interés 2,20518,Aguascalientes,San Miguel,Rincón de Romos,Calvillo,Mendoza,396,44,Baja California,Rincón de Romos,/,/,/
2957,2958,2964,VEHQ3442Z20ICWR2,José Luis,Gómez,Torres,1960-07-15,F,Venezolano,S,XS,22,92.86,2.00,BanCoppel,Secundaria,Secundaria,Biología,Artes Plásticas,False,Razón 1,Profesión 5,Interés 5,28689,Colima,La Colina,El Llano,Pabellón de Arteaga,Medina,818,8,Veracruz,El Llano,/,/,/
